# accession,Tm,ogt,species
O04147,46.006342068798524,22,Arabidopsis thaliana
O04153,43.63811762690574,22,Arabidopsis thaliana
O04202,40.723956295153705,22,Arabidopsis thaliana
O04294,46.71119382739172,22,Arabidopsis thaliana
O04310,51.34799590195964,22,Arabidopsis thaliana
O04311,50.97309439439274,22,Arabidopsis thaliana
O04314,50.347893369706405,22,Arabidopsis thaliana
O04316,43.932299543251425,22,Arabidopsis thaliana
O04326,41.768162373406824,22,Arabidopsis thaliana
O04373,46.437482177069505,22,Arabidopsis thaliana
O04379,50.404176663515244,22,Arabidopsis thaliana
O04420,43.30167964197944,22,Arabidopsis thaliana
O04421,47.61359240686894,22,Arabidopsis thaliana
O04450,41.22116161656365,22,Arabidopsis thaliana
O04482,42.501828059541126,22,Arabidopsis thaliana
O04487,44.58574066270103,22,Arabidopsis thaliana
O04496,52.89674373419241,22,Arabidopsis thaliana
O04499,52.0475209717752,22,Arabidopsis thaliana
O04539,47.97340568504918,22,Arabidopsis thaliana
O04567,44.23315609981694,22,Arabidopsis thaliana
O04603,39.813878226192045,22,Arabidopsis thaliana
O04619,41.52443408434883,22,Arabidopsis thaliana
O04630,44.221596858327324,22,Arabidopsis thaliana
O04658,45.308693925059615,22,Arabidopsis thaliana
O04663,46.388227081271836,22,Arabidopsis thaliana
O04846,54.95521710401911,22,Arabidopsis thaliana
O04922,50.069840841865705,22,Arabidopsis thaliana
O04983,57.09674331064701,22,Arabidopsis thaliana
O22149,50.95540629628942,22,Arabidopsis thaliana
O22173,41.99239614362716,22,Arabidopsis thaliana
O22193,48.511183167403836,22,Arabidopsis thaliana
O22203,39.83849336327564,22,Arabidopsis thaliana
O22229,52.923416405032484,22,Arabidopsis thaliana
O22287,42.722096900504376,22,Arabidopsis thaliana
O22446,44.5856681379788,22,Arabidopsis thaliana
O22467,48.791483713751944,22,Arabidopsis thaliana
O22468,55.148166312311446,22,Arabidopsis thaliana
O22476,46.00613822426256,22,Arabidopsis thaliana
O22607,60.570463753155835,22,Arabidopsis thaliana
O22609,44.29139280875006,22,Arabidopsis thaliana
O22715,41.1683913343977,22,Arabidopsis thaliana
O22718,43.362825991584046,22,Arabidopsis thaliana
O22765,42.92116592265223,22,Arabidopsis thaliana
O22769,48.52495467056512,22,Arabidopsis thaliana
O22785,52.628737969095894,22,Arabidopsis thaliana
O22797,50.20036735709232,22,Arabidopsis thaliana
O22822,46.16347683712768,22,Arabidopsis thaliana
O22832,41.657049452662775,22,Arabidopsis thaliana
O22860,46.00824767516992,22,Arabidopsis thaliana
O22886,52.873513519762746,22,Arabidopsis thaliana
O22898,42.13537858337053,22,Arabidopsis thaliana
O22899,39.94630341204912,22,Arabidopsis thaliana
O22922,43.26186660423584,22,Arabidopsis thaliana
O22941,48.11004004045973,22,Arabidopsis thaliana
O22969,48.39167637564392,22,Arabidopsis thaliana
O23034,42.5957454177449,22,Arabidopsis thaliana
O23044,40.24463573592455,22,Arabidopsis thaliana
O23049,37.0196408875728,22,Arabidopsis thaliana
O23087,38.392794607739845,22,Arabidopsis thaliana
O23140,40.47418426847898,22,Arabidopsis thaliana
O23166,42.29168351314226,22,Arabidopsis thaliana
O23179,57.729565315885864,22,Arabidopsis thaliana
O23207,46.51257875823081,22,Arabidopsis thaliana
O23212,43.53189690858354,22,Arabidopsis thaliana
O23240,55.566249669071965,22,Arabidopsis thaliana
O23252,48.73466360747511,22,Arabidopsis thaliana
O23254,43.775501527249794,22,Arabidopsis thaliana
O23255,42.431430143206626,22,Arabidopsis thaliana
O23264,45.34082466347358,22,Arabidopsis thaliana
O23365,46.65181188026331,22,Arabidopsis thaliana
O23402,46.753737670471125,22,Arabidopsis thaliana
O23403,36.73435681264794,22,Arabidopsis thaliana
O23404,42.452507734127984,22,Arabidopsis thaliana
O23406,40.75258608125057,22,Arabidopsis thaliana
O23461,41.06994597519619,22,Arabidopsis thaliana
O23487,45.906439934481625,22,Arabidopsis thaliana
O23553,40.10176355473818,22,Arabidopsis thaliana
O23614,48.564667014844446,22,Arabidopsis thaliana
O23617,38.05184537948515,22,Arabidopsis thaliana
O23627,47.98092317178231,22,Arabidopsis thaliana
O23647,44.23589652996934,22,Arabidopsis thaliana
O23654,50.81197258953667,22,Arabidopsis thaliana
O23657,45.811458026575494,22,Arabidopsis thaliana
O23680,38.078661696299186,22,Arabidopsis thaliana
O23722,46.18701418785455,22,Arabidopsis thaliana
O24412,49.94688957840941,22,Arabidopsis thaliana
O24456,51.22249525976629,22,Arabidopsis thaliana
O24457,49.86119597606444,22,Arabidopsis thaliana
O24520,48.111893923601286,22,Arabidopsis thaliana
O24521,50.53793616542447,22,Arabidopsis thaliana
O24653,45.24725242775599,22,Arabidopsis thaliana
O48529,45.49473185808504,22,Arabidopsis thaliana
O48549,43.581791069491686,22,Arabidopsis thaliana
O48593,45.178503528261174,22,Arabidopsis thaliana
O48646,51.30660839634095,22,Arabidopsis thaliana
O48661,49.3557815658703,22,Arabidopsis thaliana
O48676,43.3988659426609,22,Arabidopsis thaliana
O48721,46.157566659165056,22,Arabidopsis thaliana
O48741,41.81444277985513,22,Arabidopsis thaliana
O48773,45.078872234568735,22,Arabidopsis thaliana
O48781,48.54025726202764,22,Arabidopsis thaliana
O48802,48.310839572868986,22,Arabidopsis thaliana
O48832,42.55291334944654,22,Arabidopsis thaliana
O48844,49.60814648257863,22,Arabidopsis thaliana
O48847,44.570490239207956,22,Arabidopsis thaliana
O48917,51.32014827104721,22,Arabidopsis thaliana
O48946,35.48422520588315,22,Arabidopsis thaliana
O48963,42.146105736914755,22,Arabidopsis thaliana
O49006,49.342636413379495,22,Arabidopsis thaliana
O49048,42.81522844792678,22,Arabidopsis thaliana
O49160,42.230669927166836,22,Arabidopsis thaliana
O49196,47.59813670941739,22,Arabidopsis thaliana
O49203,50.30536151826378,22,Arabidopsis thaliana
O49290,42.13976157868105,22,Arabidopsis thaliana
O49292,38.40887789280766,22,Arabidopsis thaliana
O49299,45.28034700338732,22,Arabidopsis thaliana
O49339,40.55643382947986,22,Arabidopsis thaliana
O49354,46.1718095529118,22,Arabidopsis thaliana
O49377,40.16160374935042,22,Arabidopsis thaliana
O49453,39.7620580926614,22,Arabidopsis thaliana
O49485,45.77878942259214,22,Arabidopsis thaliana
O49499,43.82927506494058,22,Arabidopsis thaliana
O49543,40.6934792531932,22,Arabidopsis thaliana
O49562,46.065308648498146,22,Arabidopsis thaliana
O49603,41.313962784987176,22,Arabidopsis thaliana
O49629,51.30356226094069,22,Arabidopsis thaliana
O49675,46.20348389792264,22,Arabidopsis thaliana
O49686,46.22767434616598,22,Arabidopsis thaliana
O50008,43.13527531941376,22,Arabidopsis thaliana
O50039,53.13517266821198,22,Arabidopsis thaliana
O64530,40.237976602868734,22,Arabidopsis thaliana
O64640,45.78653763750486,22,Arabidopsis thaliana
O64700,40.08871390571805,22,Arabidopsis thaliana
O64733,46.81537438277309,22,Arabidopsis thaliana
O64743,53.60171230787853,22,Arabidopsis thaliana
O64765,47.86101426318041,22,Arabidopsis thaliana
O64793,40.60345098940212,22,Arabidopsis thaliana
O64816,38.26560561127464,22,Arabidopsis thaliana
O64827,41.44426144743769,22,Arabidopsis thaliana
O64883,44.516560834305466,22,Arabidopsis thaliana
O65023,41.02030818059584,22,Arabidopsis thaliana
O65041,44.399453782923246,22,Arabidopsis thaliana
O65202,55.5183113428966,22,Arabidopsis thaliana
O65220,47.95367449560496,22,Arabidopsis thaliana
O65258,46.1250092016301,22,Arabidopsis thaliana
O65271,47.72605399886337,22,Arabidopsis thaliana
O65272,41.019528699991895,22,Arabidopsis thaliana
O65390,47.92063695462819,22,Arabidopsis thaliana
O65396,42.48291091832816,22,Arabidopsis thaliana
O65493,42.79609064965817,22,Arabidopsis thaliana
O65570,43.73684847677766,22,Arabidopsis thaliana
O65572,50.07621336265242,22,Arabidopsis thaliana
O65581,47.64943754545928,22,Arabidopsis thaliana
O65660,56.15840947197711,22,Arabidopsis thaliana
O65679,41.715920162537,22,Arabidopsis thaliana
O65686,43.70445144064229,22,Arabidopsis thaliana
O65693,43.8873763506548,22,Arabidopsis thaliana
O65719,46.77545501440125,22,Arabidopsis thaliana
O65782,35.79310343531791,22,Arabidopsis thaliana
O65784,36.7059376067296,22,Arabidopsis thaliana
O65788,48.36108241794858,22,Arabidopsis thaliana
O65896,48.485316457154575,22,Arabidopsis thaliana
O65902,47.128343097690696,22,Arabidopsis thaliana
O80345,41.85292193596127,22,Arabidopsis thaliana
O80452,49.36879516105819,22,Arabidopsis thaliana
O80477,51.61813772729849,22,Arabidopsis thaliana
O80492,47.39353107413219,22,Arabidopsis thaliana
O80501,48.36536910937902,22,Arabidopsis thaliana
O80526,37.91642798128947,22,Arabidopsis thaliana
O80574,44.21457086491826,22,Arabidopsis thaliana
O80585,42.35897906665185,22,Arabidopsis thaliana
O80634,37.03921610612159,22,Arabidopsis thaliana
O80642,49.89579123744935,22,Arabidopsis thaliana
O80763,50.35445809123359,22,Arabidopsis thaliana
O80840,44.866762385585474,22,Arabidopsis thaliana
O80842,41.16377594033587,22,Arabidopsis thaliana
O80852,44.18350759022022,22,Arabidopsis thaliana
O80860,42.40027841672096,22,Arabidopsis thaliana
O80885,38.25843349928629,22,Arabidopsis thaliana
O80915,44.915540986940364,22,Arabidopsis thaliana
O80925,44.53319038511104,22,Arabidopsis thaliana
O80934,45.27376134192031,22,Arabidopsis thaliana
O80944,45.32204247886446,22,Arabidopsis thaliana
O80950,54.49503032605848,22,Arabidopsis thaliana
O80983,43.89495846750024,22,Arabidopsis thaliana
O80988,50.40602455197951,22,Arabidopsis thaliana
O81024,47.04704342471212,22,Arabidopsis thaliana
O81027,40.210790301795896,22,Arabidopsis thaliana
O81304,42.35468187524013,22,Arabidopsis thaliana
O81439,44.301191744857505,22,Arabidopsis thaliana
O81629,43.316947673276196,22,Arabidopsis thaliana
O81644,45.20048591251052,22,Arabidopsis thaliana
O81645,49.80421561152493,22,Arabidopsis thaliana
O81742,46.53872665014997,22,Arabidopsis thaliana
O81845,36.286654362252875,22,Arabidopsis thaliana
O81852,36.964998351191426,22,Arabidopsis thaliana
O82197,45.85559705041299,22,Arabidopsis thaliana
O82210,40.965033763226955,22,Arabidopsis thaliana
O82251,38.67667429857161,22,Arabidopsis thaliana
O82261,50.59539031584772,22,Arabidopsis thaliana
O82264,47.58807879771334,22,Arabidopsis thaliana
O82290,46.35443938771369,22,Arabidopsis thaliana
O82291,46.407319087882655,22,Arabidopsis thaliana
O82314,44.162472829277114,22,Arabidopsis thaliana
O82399,44.108231782890556,22,Arabidopsis thaliana
O82413,43.82819608482101,22,Arabidopsis thaliana
O82462,41.634401425250786,22,Arabidopsis thaliana
O82491,43.56823144891135,22,Arabidopsis thaliana
O82499,46.07578062851257,22,Arabidopsis thaliana
O82533,36.70340035473583,22,Arabidopsis thaliana
O82656,44.00148870737162,22,Arabidopsis thaliana
O82660,45.88147479950524,22,Arabidopsis thaliana
O82662,51.665695748692514,22,Arabidopsis thaliana
O82663,42.83817289117219,22,Arabidopsis thaliana
O82734,48.66156947255462,22,Arabidopsis thaliana
O82768,48.71786438177356,22,Arabidopsis thaliana
O82782,48.83058823201852,22,Arabidopsis thaliana
O82796,46.42520060932576,22,Arabidopsis thaliana
P05466,43.778848519573266,22,Arabidopsis thaliana
P06525,48.99221537449477,22,Arabidopsis thaliana
P09468,42.681315016296764,22,Arabidopsis thaliana
P0C895,47.56866771587796,22,Arabidopsis thaliana
P0CZ23,47.51769152526901,22,Arabidopsis thaliana
P0DI07,47.85571343786263,22,Arabidopsis thaliana
P0DI79,49.37729965730858,22,Arabidopsis thaliana
P0DKL6,50.63497838424492,22,Arabidopsis thaliana
P10896,42.79505981645361,22,Arabidopsis thaliana
P11035,39.324215144723574,22,Arabidopsis thaliana
P11574,48.352326972521674,22,Arabidopsis thaliana
P11832,38.099007339059064,22,Arabidopsis thaliana
P13114,49.122306344202215,22,Arabidopsis thaliana
P14713,43.02813579280396,22,Arabidopsis thaliana
P16181,36.56577098317072,22,Arabidopsis thaliana
P17562,41.80589682287841,22,Arabidopsis thaliana
P17597,43.26671420833813,22,Arabidopsis thaliana
P17745,40.03555062778316,22,Arabidopsis thaliana
P19171,56.662735516157746,22,Arabidopsis thaliana
P19366,45.33771304485286,22,Arabidopsis thaliana
P19456,37.92809240144834,22,Arabidopsis thaliana
P20115,47.54613958057142,22,Arabidopsis thaliana
P20649,38.436717607954606,22,Arabidopsis thaliana
P21218,40.41055383160544,22,Arabidopsis thaliana
P21238,50.14923971935709,22,Arabidopsis thaliana
P21276,51.005190105827836,22,Arabidopsis thaliana
P22953,43.358827834092324,22,Arabidopsis thaliana
P22954,42.69958607153113,22,Arabidopsis thaliana
P23586,42.24227603626608,22,Arabidopsis thaliana
P23686,38.77334472648185,22,Arabidopsis thaliana
P24100,40.808050272025746,22,Arabidopsis thaliana
P24636,38.70504840521864,22,Arabidopsis thaliana
P24806,37.068795420249806,22,Arabidopsis thaliana
P25696,46.73673999213497,22,Arabidopsis thaliana
P25697,43.74447196045953,22,Arabidopsis thaliana
P25819,52.11040666748527,22,Arabidopsis thaliana
P25851,53.2078286308506,22,Arabidopsis thaliana
P25857,38.58977164596022,22,Arabidopsis thaliana
P25858,36.88690612757573,22,Arabidopsis thaliana
P25864,42.36024903491343,22,Arabidopsis thaliana
P26569,45.04186328439579,22,Arabidopsis thaliana
P27140,52.10019795732114,22,Arabidopsis thaliana
P27323,52.395964492202204,22,Arabidopsis thaliana
P27521,35.634428698085024,22,Arabidopsis thaliana
P28186,40.1393723445646,22,Arabidopsis thaliana
P28187,39.45289963586175,22,Arabidopsis thaliana
P28188,46.555475692291665,22,Arabidopsis thaliana
P28769,43.054013761508855,22,Arabidopsis thaliana
P29185,35.404682221074495,22,Arabidopsis thaliana
P29402,46.897767874521584,22,Arabidopsis thaliana
P29513,37.82227589855923,22,Arabidopsis thaliana
P29517,39.9750991628527,22,Arabidopsis thaliana
P29976,37.20605731287491,22,Arabidopsis thaliana
P30184,53.91036528714995,22,Arabidopsis thaliana
P31166,44.39609357422172,22,Arabidopsis thaliana
P31167,34.12524800846188,22,Arabidopsis thaliana
P31414,46.2100694541501,22,Arabidopsis thaliana
P31582,38.9667644003883,22,Arabidopsis thaliana
P32068,48.43407425506363,22,Arabidopsis thaliana
P32069,46.2009697724924,22,Arabidopsis thaliana
P32826,40.252517441386914,22,Arabidopsis thaliana
P32961,50.62330093399434,22,Arabidopsis thaliana
P32962,47.4950241317419,22,Arabidopsis thaliana
P33207,52.716737875621774,22,Arabidopsis thaliana
P34788,37.52789691039062,22,Arabidopsis thaliana
P34790,44.24286740006324,22,Arabidopsis thaliana
P34791,39.74708497588914,22,Arabidopsis thaliana
P34795,51.15376427107668,22,Arabidopsis thaliana
P34802,43.52716449299992,22,Arabidopsis thaliana
P35510,53.02144083244027,22,Arabidopsis thaliana
P35614,40.626517785335174,22,Arabidopsis thaliana
P36428,45.71728000149016,22,Arabidopsis thaliana
P37107,44.314933981329105,22,Arabidopsis thaliana
P37702,54.34071650782293,22,Arabidopsis thaliana
P38025,41.16341908666235,22,Arabidopsis thaliana
P38418,37.922422417313214,22,Arabidopsis thaliana
P38605,42.05003048810868,22,Arabidopsis thaliana
P38666,49.49221095479332,22,Arabidopsis thaliana
P39207,58.11729579017805,22,Arabidopsis thaliana
P40941,33.74037852304702,22,Arabidopsis thaliana
P41088,49.688573749256854,22,Arabidopsis thaliana
P41376,39.812446644531775,22,Arabidopsis thaliana
P41377,38.41932869985052,22,Arabidopsis thaliana
P42643,48.94114957183179,22,Arabidopsis thaliana
P42644,48.201816223473045,22,Arabidopsis thaliana
P42731,42.09286580671636,22,Arabidopsis thaliana
P42732,40.05176708815984,22,Arabidopsis thaliana
P42733,39.4227489899639,22,Arabidopsis thaliana
P42734,40.424753023710615,22,Arabidopsis thaliana
P42737,53.37250293922002,22,Arabidopsis thaliana
P42745,50.10890486854003,22,Arabidopsis thaliana
P42749,48.90348732718898,22,Arabidopsis thaliana
P42761,54.55530842563504,22,Arabidopsis thaliana
P42762,42.494805547267276,22,Arabidopsis thaliana
P42770,52.23187548219382,22,Arabidopsis thaliana
P42793,44.05683209879624,22,Arabidopsis thaliana
P42795,36.3598899563638,22,Arabidopsis thaliana
P42798,34.65324282761899,22,Arabidopsis thaliana
P42799,59.83678278613116,22,Arabidopsis thaliana
P42804,48.163177638283535,22,Arabidopsis thaliana
P43286,43.37530298489383,22,Arabidopsis thaliana
P43287,44.7230360615004,22,Arabidopsis thaliana
P43291,43.047848209952974,22,Arabidopsis thaliana
P43292,42.01570798644492,22,Arabidopsis thaliana
P43298,46.502718885643965,22,Arabidopsis thaliana
P43333,40.88394113700072,22,Arabidopsis thaliana
P46014,39.18851456827429,22,Arabidopsis thaliana
P46077,50.68770922592704,22,Arabidopsis thaliana
P46248,49.81022178383902,22,Arabidopsis thaliana
P46309,41.642683061954955,22,Arabidopsis thaliana
P46312,39.78707223032604,22,Arabidopsis thaliana
P46416,48.55205741112023,22,Arabidopsis thaliana
P46421,49.95627683483049,22,Arabidopsis thaliana
P46422,45.37547938609432,22,Arabidopsis thaliana
P46643,46.97949409949172,22,Arabidopsis thaliana
P46644,44.08039959657743,22,Arabidopsis thaliana
P46645,42.41581421468179,22,Arabidopsis thaliana
P47924,43.86489061885047,22,Arabidopsis thaliana
P47998,49.436463942678785,22,Arabidopsis thaliana
P47999,50.639842377631766,22,Arabidopsis thaliana
P48001,46.63920199555106,22,Arabidopsis thaliana
P48347,50.636062030387976,22,Arabidopsis thaliana
P48348,51.02428117788389,22,Arabidopsis thaliana
P48349,53.29339579857802,22,Arabidopsis thaliana
P48421,35.467265587396255,22,Arabidopsis thaliana
P48484,47.20203588720722,22,Arabidopsis thaliana
P48486,40.71389186261228,22,Arabidopsis thaliana
P48491,51.86657503228739,22,Arabidopsis thaliana
P48523,49.11572601406379,22,Arabidopsis thaliana
P48641,51.17233980027261,22,Arabidopsis thaliana
P49077,50.62983181277993,22,Arabidopsis thaliana
P49209,39.341843329262154,22,Arabidopsis thaliana
P49227,33.085003672113345,22,Arabidopsis thaliana
P49243,46.63487428085561,22,Arabidopsis thaliana
P49572,47.07766046823022,22,Arabidopsis thaliana
P49599,38.93729592481849,22,Arabidopsis thaliana
P49690,41.22726850911767,22,Arabidopsis thaliana
P49691,37.59877744451536,22,Arabidopsis thaliana
P49967,41.01710484693063,22,Arabidopsis thaliana
P50318,49.2023274221799,22,Arabidopsis thaliana
P51412,41.5123474722149,22,Arabidopsis thaliana
P51414,36.287670280075325,22,Arabidopsis thaliana
P51418,36.197738314882656,22,Arabidopsis thaliana
P51419,44.54908628026817,22,Arabidopsis thaliana
P52032,46.81478410708568,22,Arabidopsis thaliana
P52410,40.60084528694566,22,Arabidopsis thaliana
P52420,48.86982748609082,22,Arabidopsis thaliana
P52422,44.50861057400667,22,Arabidopsis thaliana
P52577,48.43711156548533,22,Arabidopsis thaliana
P52839,47.31624246173086,22,Arabidopsis thaliana
P52901,44.10182888050143,22,Arabidopsis thaliana
P53492,40.50379680867187,22,Arabidopsis thaliana
P53496,34.512452582538494,22,Arabidopsis thaliana
P53497,46.36943846831044,22,Arabidopsis thaliana
P53799,45.19630457622871,22,Arabidopsis thaliana
P54150,42.90643949349319,22,Arabidopsis thaliana
P54609,50.66606297034607,22,Arabidopsis thaliana
P54873,41.73855501287857,22,Arabidopsis thaliana
P54888,39.774208882136705,22,Arabidopsis thaliana
P54904,60.39578259864991,22,Arabidopsis thaliana
P55034,49.10273604435131,22,Arabidopsis thaliana
P55217,47.97007673752614,22,Arabidopsis thaliana
P55737,43.189759595376174,22,Arabidopsis thaliana
P55826,41.29122523612446,22,Arabidopsis thaliana
P56753,44.59035594866705,22,Arabidopsis thaliana
P56755,41.076607492275805,22,Arabidopsis thaliana
P56756,46.888013824573996,22,Arabidopsis thaliana
P56757,45.44380031801985,22,Arabidopsis thaliana
P56759,44.0917430390784,22,Arabidopsis thaliana
P56760,30.441673997070385,22,Arabidopsis thaliana
P56761,32.93281051825937,22,Arabidopsis thaliana
P56765,38.88882634798718,22,Arabidopsis thaliana
P56766,45.2494816177343,22,Arabidopsis thaliana
P56767,44.16274843756144,22,Arabidopsis thaliana
P56771,48.66012092502292,22,Arabidopsis thaliana
P56774,44.47220713433804,22,Arabidopsis thaliana
P56777,31.173540026717006,22,Arabidopsis thaliana
P56778,32.522202707000154,22,Arabidopsis thaliana
P56785,36.35806333216084,22,Arabidopsis thaliana
P56791,42.807157507391494,22,Arabidopsis thaliana
P56792,40.408465394029704,22,Arabidopsis thaliana
P56793,37.51640716236564,22,Arabidopsis thaliana
P56794,48.12312785545539,22,Arabidopsis thaliana
P56797,35.391463876026215,22,Arabidopsis thaliana
P56798,39.92080122649254,22,Arabidopsis thaliana
P56801,35.952586324901084,22,Arabidopsis thaliana
P56805,35.45969546146682,22,Arabidopsis thaliana
P56820,47.72514132003102,22,Arabidopsis thaliana
P57691,53.934756103918076,22,Arabidopsis thaliana
P57720,50.46232390212138,22,Arabidopsis thaliana
P57750,55.38138940328667,22,Arabidopsis thaliana
P57751,46.15429095797753,22,Arabidopsis thaliana
P57752,44.66743743216905,22,Arabidopsis thaliana
P59230,48.90708840579846,22,Arabidopsis thaliana
P59259,43.51619523550754,22,Arabidopsis thaliana
P60039,35.97928390760566,22,Arabidopsis thaliana
P60040,35.36894729515563,22,Arabidopsis thaliana
P61841,41.59044101656459,22,Arabidopsis thaliana
P61845,32.66915239163122,22,Arabidopsis thaliana
P62090,47.206498345191314,22,Arabidopsis thaliana
P62095,38.65930119404558,22,Arabidopsis thaliana
P69834,49.33415312752068,22,Arabidopsis thaliana
P80828,52.61904208065085,22,Arabidopsis thaliana
P81760,49.99569072151873,22,Arabidopsis thaliana
P82281,47.25685033403997,22,Arabidopsis thaliana
P82538,40.35858755932059,22,Arabidopsis thaliana
P82715,38.51633767410077,22,Arabidopsis thaliana
P82869,41.66413628841402,22,Arabidopsis thaliana
P83291,49.02476318979397,22,Arabidopsis thaliana
P83484,47.335858640492035,22,Arabidopsis thaliana
P83755,34.26133742244374,22,Arabidopsis thaliana
P92549,43.021762262710574,22,Arabidopsis thaliana
P92935,38.89854525021451,22,Arabidopsis thaliana
P92947,51.59502700774454,22,Arabidopsis thaliana
P92959,49.918059204944726,22,Arabidopsis thaliana
P92963,38.53463926862186,22,Arabidopsis thaliana
P92964,46.53712697318968,22,Arabidopsis thaliana
P92974,44.00147205860092,22,Arabidopsis thaliana
P92976,50.61524389088324,22,Arabidopsis thaliana
P92979,43.26277837703929,22,Arabidopsis thaliana
P92994,34.59646797931523,22,Arabidopsis thaliana
P93008,44.15409042702135,22,Arabidopsis thaliana
P93025,42.10875997236011,22,Arabidopsis thaliana
P93026,48.593991205980224,22,Arabidopsis thaliana
