# accession,Tm,ogt,species
B0QYD3,48.30292651713274,37,Homo sapiens
B0QYN7,51.10613241961472,37,Homo sapiens
B0QYN7,51.698928539358555,37,Homo sapiens
B0QYS7,50.97646946852739,37,Homo sapiens
B0QYS7,51.38527556704336,37,Homo sapiens
B0QZ18,51.38924027296452,37,Homo sapiens
B0QZ18,52.77415746757074,37,Homo sapiens
B0QZ40,50.7288056554433,37,Homo sapiens
B0QZ40,50.31360507880335,37,Homo sapiens
B0YIW6,51.36176764145616,37,Homo sapiens
B0YIW6,50.10684976020094,37,Homo sapiens
B1AHD1,54.30047220962621,37,Homo sapiens
B1AHD1,47.09215023457194,37,Homo sapiens
B1AHD3,56.32010232576672,37,Homo sapiens
B1AHD3,56.424945083551876,37,Homo sapiens
B1AJZ9,54.31543167118286,37,Homo sapiens
B1AJZ9,51.97664231552964,37,Homo sapiens
B1AK44,48.53376456819933,37,Homo sapiens
B1AK44,47.93420655729055,37,Homo sapiens
B1AK53,51.058777569043485,37,Homo sapiens
B1AK53,50.473921846141074,37,Homo sapiens
B1AKJ5,50.23250678223401,37,Homo sapiens
B1AKJ5,51.68732668817764,37,Homo sapiens
B1AKZ5,50.96589601057227,37,Homo sapiens
B1AKZ5,56.74276976854786,37,Homo sapiens
B1AM27,49.703099539916984,37,Homo sapiens
B1AM27,51.24959872954011,37,Homo sapiens
B1ANH6,48.47765850802074,37,Homo sapiens
B1ANH6,46.357062608722245,37,Homo sapiens
B1AP13,51.82029335599073,37,Homo sapiens
B1AP13,52.955368265210005,37,Homo sapiens
B2RTY4,50.36012956518757,37,Homo sapiens
B2RTY4,50.33955608918434,37,Homo sapiens
B3KS98,48.63109021090387,37,Homo sapiens
B3KS98,49.664615172625375,37,Homo sapiens
B3KSH1,48.53044340797803,37,Homo sapiens
B3KSH1,48.72866775263499,37,Homo sapiens
B3KSQ1,51.68421899528681,37,Homo sapiens
B3KSQ1,47.4932296233219,37,Homo sapiens
B3KTM8,49.676754079492184,37,Homo sapiens
B3KTM8,49.86366270485076,37,Homo sapiens
B3KXW5,49.18047969122598,37,Homo sapiens
B3KXW5,51.422074185574026,37,Homo sapiens
B4DDJ7,53.99973259286279,37,Homo sapiens
B4DDJ7,57.36317733138815,37,Homo sapiens
B4DI41,50.45879887707513,37,Homo sapiens
B4DI41,62.73541069705726,37,Homo sapiens
B4DJ62,53.7144119114192,37,Homo sapiens
B4DJ62,52.69372925375757,37,Homo sapiens
B4DJL6,49.93103088368971,37,Homo sapiens
B4DJL6,50.04321281998043,37,Homo sapiens
B4DR52,49.77399114952967,37,Homo sapiens
B4DR52,48.811694068459566,37,Homo sapiens
B4DRL5,49.30749954009342,37,Homo sapiens
B4DRL5,49.60218828004967,37,Homo sapiens
B4DSS8,48.49527906444554,37,Homo sapiens
B4DSS8,49.576258461382444,37,Homo sapiens
B4DT31,53.54527006693013,37,Homo sapiens
B4DT31,54.5334412248236,37,Homo sapiens
B4DUT8,48.48895053541971,37,Homo sapiens
B4DUT8,51.46811598359213,37,Homo sapiens
B4DXA9,51.749102486929495,37,Homo sapiens
B4DXA9,50.29721769788279,37,Homo sapiens
B4DZH6,51.065857975919755,37,Homo sapiens
B4DZH6,48.10864907235049,37,Homo sapiens
B4E0T2,47.81854591593313,37,Homo sapiens
B4E0T2,48.18270798341437,37,Homo sapiens
B4E0Y9,48.9432242865071,37,Homo sapiens
B4E0Y9,45.554205021437035,37,Homo sapiens
B5MBW9,52.933889953086734,37,Homo sapiens
B5MBW9,53.66068935833384,37,Homo sapiens
B5MBX0,50.99299206308208,37,Homo sapiens
B5MBX0,54.01003806633828,37,Homo sapiens
B5MBZ0,49.42605792456517,37,Homo sapiens
B5MBZ0,49.17796703610891,37,Homo sapiens
B5MBZ8,52.10715972955185,37,Homo sapiens
B5MBZ8,54.064301630909114,37,Homo sapiens
B5MC59,52.85769396782489,37,Homo sapiens
B5MC59,53.05093612066439,37,Homo sapiens
B5MCX3,55.97764662575303,37,Homo sapiens
B5MCX3,64.46124770999543,37,Homo sapiens
B5MDU6,52.11332075272467,37,Homo sapiens
B5MDU6,48.693253943848745,37,Homo sapiens
B5ME19,48.238823855447684,37,Homo sapiens
B5ME19,47.57599905303426,37,Homo sapiens
B5ME97,52.81018026578761,37,Homo sapiens
B5ME97,51.09439705587286,37,Homo sapiens
B7WNH4,56.42338809689054,37,Homo sapiens
B7WNH4,52.445584724859806,37,Homo sapiens
B7WPE2,50.45709518053966,37,Homo sapiens
B7WPE2,49.63611024405041,37,Homo sapiens
B7WPL0,50.21474673381127,37,Homo sapiens
B7WPL0,49.358896702461735,37,Homo sapiens
B7Z1P2,50.72318775009929,37,Homo sapiens
B7Z1P2,49.891427819701114,37,Homo sapiens
B7Z2A4,51.44100499926727,37,Homo sapiens
B7Z2A4,47.07582557692784,37,Homo sapiens
B7Z2F4,54.833874518588836,37,Homo sapiens
B7Z2F4,52.883458632072085,37,Homo sapiens
B7Z4W5,56.166647328354166,37,Homo sapiens
B7Z4W5,57.168405378082305,37,Homo sapiens
B7Z6Z4,51.643417022553784,37,Homo sapiens
B7Z6Z4,53.40033090119645,37,Homo sapiens
B7Z9C2,51.22098782029089,37,Homo sapiens
B7Z9C2,54.26692871885756,37,Homo sapiens
B7ZBN5,48.85866652521723,37,Homo sapiens
B7ZBN5,48.8684612838839,37,Homo sapiens
B7ZC38,48.84146038596144,37,Homo sapiens
B7ZC38,49.40038179561964,37,Homo sapiens
B7ZKJ8,53.167856109199526,37,Homo sapiens
B7ZKJ8,55.64713248721533,37,Homo sapiens
B8ZZ84,52.70461416771627,37,Homo sapiens
B8ZZ84,54.060929534541984,37,Homo sapiens
B8ZZ87,51.99519774000397,37,Homo sapiens
B8ZZ87,52.67148595452257,37,Homo sapiens
B8ZZ98,54.19268796090892,37,Homo sapiens
B8ZZ98,55.68615673826588,37,Homo sapiens
B8ZZD4,50.81148086567259,37,Homo sapiens
B8ZZD4,52.98529625887703,37,Homo sapiens
B8ZZS0,52.35017157131118,37,Homo sapiens
B8ZZS0,50.47922457133026,37,Homo sapiens
B9EGE7,49.038597519443,37,Homo sapiens
B9EGE7,49.233429917428474,37,Homo sapiens
C1IDX9,50.00066422676166,37,Homo sapiens
C1IDX9,50.942806983558036,37,Homo sapiens
C9J7E5,50.98209015124852,37,Homo sapiens
C9J7E5,52.23669245191793,37,Homo sapiens
C9J7I0,52.59733854489019,37,Homo sapiens
C9J7I0,56.66584102163655,37,Homo sapiens
C9JA08,52.21118493555935,37,Homo sapiens
C9JA08,48.821266999674215,37,Homo sapiens
C9JC87,49.56030095101269,37,Homo sapiens
C9JC87,47.19702217687921,37,Homo sapiens
C9JCC6,54.954823450877086,37,Homo sapiens
C9JCC6,57.031439028209405,37,Homo sapiens
C9JEH3,53.5979385495388,37,Homo sapiens
C9JEH3,55.29495827908179,37,Homo sapiens
C9JEJ2,51.340879957408916,37,Homo sapiens
C9JEJ2,51.146944451729155,37,Homo sapiens
C9JJ19,49.95007103640916,37,Homo sapiens
C9JJ19,50.08545726562446,37,Homo sapiens
C9JJN9,49.00671191051112,37,Homo sapiens
C9JJN9,48.2562276480177,37,Homo sapiens
C9JNU9,48.2565855275211,37,Homo sapiens
C9JNU9,54.24573267761037,37,Homo sapiens
C9JTB0,53.931346705093944,37,Homo sapiens
C9JTB0,54.7780851523315,37,Homo sapiens
C9JYJ0,51.48605649519021,37,Homo sapiens
C9JYJ0,48.15545021858948,37,Homo sapiens
D2CFI5,51.08282427846348,37,Homo sapiens
D2CFI5,52.83833249799054,37,Homo sapiens
D4PHA4,54.923443089426115,37,Homo sapiens
D4PHA4,56.92099084682582,37,Homo sapiens
D6REA1,49.51900221622356,37,Homo sapiens
D6REA1,50.69672186806711,37,Homo sapiens
D6RER5,55.37671335869551,37,Homo sapiens
D6RER5,54.813100720382124,37,Homo sapiens
D6REX3,48.805808539911276,37,Homo sapiens
D6REX3,50.882054719600454,37,Homo sapiens
D6RF23,52.48095211175183,37,Homo sapiens
D6RF23,55.57031962830653,37,Homo sapiens
D6RFG8,54.730272640151405,37,Homo sapiens
D6RFG8,50.34263990998902,37,Homo sapiens
D6RFN0,54.829394616753014,37,Homo sapiens
D6RFN0,53.853444457129804,37,Homo sapiens
D6RJ07,53.03560759154313,37,Homo sapiens
D6RJ07,52.30322441752244,37,Homo sapiens
D6W592,47.24711546367334,37,Homo sapiens
D6W592,44.67885342655941,37,Homo sapiens
D6W5Y5,53.671666294469986,37,Homo sapiens
D6W5Y5,50.24085955263837,37,Homo sapiens
E2QRJ6,49.04746409194204,37,Homo sapiens
E2QRJ6,49.14907380100399,37,Homo sapiens
E5KLJ5,51.28529809572934,37,Homo sapiens
E5KLJ5,47.73129672206301,37,Homo sapiens
E5RFY4,51.53452071407281,37,Homo sapiens
E5RFY4,50.225549151589554,37,Homo sapiens
E5RJF8,51.46569408999016,37,Homo sapiens
E5RJF8,56.36274038363307,37,Homo sapiens
E5RJM6,44.70368107213931,37,Homo sapiens
E5RJM6,43.95664229863931,37,Homo sapiens
E7EMA9,58.369211080881044,37,Homo sapiens
E7EMA9,55.87686702917376,37,Homo sapiens
E7EMK3,59.32481164024413,37,Homo sapiens
E7EMK3,58.2013926260331,37,Homo sapiens
E7EN19,50.52673857881952,37,Homo sapiens
E7EN19,53.86708633887015,37,Homo sapiens
E7EP87,49.3039634685877,37,Homo sapiens
E7EP87,50.052386238674856,37,Homo sapiens
E7EQ34,52.66727239560801,37,Homo sapiens
E7EQ34,55.27468126976888,37,Homo sapiens
E7EQ45,48.466512186264325,37,Homo sapiens
E7EQ45,50.39534169717743,37,Homo sapiens
E7EQB3,48.02548231574366,37,Homo sapiens
E7EQB3,48.760478957511786,37,Homo sapiens
E7EQS8,50.795686556014466,37,Homo sapiens
E7EQS8,56.28702834591084,37,Homo sapiens
E7EQY1,56.859219904625284,37,Homo sapiens
E7EQY1,54.69779166541347,37,Homo sapiens
E7EQZ4,47.88266731777847,37,Homo sapiens
E7EQZ4,49.232812350574044,37,Homo sapiens
E7ERK9,49.08863738214569,37,Homo sapiens
E7ERK9,47.18246617446541,37,Homo sapiens
E7ES52,56.69269847752318,37,Homo sapiens
E7ES52,57.17158687830518,37,Homo sapiens
E7ESA6,53.057947508443725,37,Homo sapiens
E7ESA6,52.953314809593316,37,Homo sapiens
E7ESC6,51.477259082456065,37,Homo sapiens
E7ESC6,52.87702905125973,37,Homo sapiens
E7ESC7,49.63920946663079,37,Homo sapiens
E7ESC7,50.15971863280118,37,Homo sapiens
E7ESJ3,51.40546879596873,37,Homo sapiens
E7ESJ3,43.48593165139504,37,Homo sapiens
E7ETA6,51.546727708342466,37,Homo sapiens
E7ETA6,53.350564165839714,37,Homo sapiens
E7ETE0,46.698713443072975,37,Homo sapiens
E7ETE0,43.40098159354932,37,Homo sapiens
E7ETU7,49.96595408500459,37,Homo sapiens
E7ETU7,49.6223261813481,37,Homo sapiens
E7ETY2,53.5666569687811,37,Homo sapiens
E7ETY2,52.85172453627014,37,Homo sapiens
E7EUC7,55.4301428898712,37,Homo sapiens
E7EUC7,54.04317754667088,37,Homo sapiens
E7EUN2,51.482838979138435,37,Homo sapiens
E7EUN2,50.7447031454069,37,Homo sapiens
E7EVC7,53.70866263426853,37,Homo sapiens
E7EVC7,54.98489094302646,37,Homo sapiens
E7EW00,51.3264886203495,37,Homo sapiens
E7EW00,50.30468214506923,37,Homo sapiens
E7EW20,51.60329860133356,37,Homo sapiens
E7EW20,51.75440457593974,37,Homo sapiens
E7EW49,49.41610003180779,37,Homo sapiens
E7EW49,50.9965803957753,37,Homo sapiens
E7EWN3,45.11306761907049,37,Homo sapiens
E7EWN3,62.7719863906728,37,Homo sapiens
E7EWW0,49.701155711820114,37,Homo sapiens
E7EWW0,48.975675554950634,37,Homo sapiens
E7EWW9,51.987811242516344,37,Homo sapiens
E7EWW9,49.69766767211424,37,Homo sapiens
E7EX59,55.74654546558998,37,Homo sapiens
E7EX59,54.416966588446186,37,Homo sapiens
E7EX73,47.54659730144791,37,Homo sapiens
E7EX73,47.29420873709492,37,Homo sapiens
E7EXA6,45.18264026822477,37,Homo sapiens
E7EXA6,43.80312632389724,37,Homo sapiens
E9PAU2,46.38941791879678,37,Homo sapiens
E9PAU2,48.8043231772649,37,Homo sapiens
E9PB61,53.5653372266617,37,Homo sapiens
E9PB61,55.673853903497914,37,Homo sapiens
E9PC47,48.91716717239431,37,Homo sapiens
E9PC47,49.14341002533517,37,Homo sapiens
E9PC62,50.312609701406856,37,Homo sapiens
E9PC62,49.49993382185537,37,Homo sapiens
E9PCH4,48.121936477144935,37,Homo sapiens
E9PCH4,48.46435522220313,37,Homo sapiens
E9PCR7,50.7897484401849,37,Homo sapiens
E9PCR7,47.747159449069656,37,Homo sapiens
E9PCT1,51.5691197369032,37,Homo sapiens
E9PCT1,55.49339553218224,37,Homo sapiens
E9PD50,48.426537109835586,37,Homo sapiens
E9PD50,45.41394190946414,37,Homo sapiens
E9PEB9,61.15040928664589,37,Homo sapiens
E9PEB9,52.07854794561832,37,Homo sapiens
E9PES4,49.98959039090884,37,Homo sapiens
E9PES4,47.77710429739792,37,Homo sapiens
E9PF32,51.94447126851349,37,Homo sapiens
E9PF32,54.74695733983634,37,Homo sapiens
E9PFW3,53.09504606515829,37,Homo sapiens
E9PFW3,53.47257383743243,37,Homo sapiens
E9PG19,48.027458896801306,37,Homo sapiens
E9PG19,48.2070765491663,37,Homo sapiens
E9PG82,53.802043313730024,37,Homo sapiens
E9PG82,55.839987813130165,37,Homo sapiens
E9PGC8,53.24821961052508,37,Homo sapiens
E9PGC8,57.082121439248894,37,Homo sapiens
E9PHG5,54.15297351020197,37,Homo sapiens
E9PHG5,50.232715899064516,37,Homo sapiens
E9PHY5,52.905544988265255,37,Homo sapiens
E9PHY5,56.905539904050244,37,Homo sapiens
E9PI62,52.59396306257938,37,Homo sapiens
E9PI62,53.56304924964919,37,Homo sapiens
E9PIB1,50.92993902097965,37,Homo sapiens
E9PIB1,52.51640912791585,37,Homo sapiens
E9PJ55,47.878707838566875,37,Homo sapiens
E9PJ55,49.30607959817172,37,Homo sapiens
E9PJD7,53.124353303995186,37,Homo sapiens
E9PJD7,53.59839830191863,37,Homo sapiens
E9PL17,45.65885532024164,37,Homo sapiens
E9PL17,49.073641088038016,37,Homo sapiens
E9PLM6,54.169986277884945,37,Homo sapiens
E9PLM6,53.67015055022099,37,Homo sapiens
E9PN70,50.47099332186406,37,Homo sapiens
E9PN70,50.977125101129104,37,Homo sapiens
E9PN81,49.98208523481631,37,Homo sapiens
E9PN81,47.895342270910696,37,Homo sapiens
E9PPN3,49.30961626740438,37,Homo sapiens
E9PPN3,50.163777147855924,37,Homo sapiens
E9PQ57,48.273639001648995,37,Homo sapiens
E9PQ57,45.24824857277229,37,Homo sapiens
E9PQA6,47.95943259729308,37,Homo sapiens
E9PQA6,47.20562698024603,37,Homo sapiens
E9PRY8,50.50360690220881,37,Homo sapiens
E9PRY8,50.42515341839581,37,Homo sapiens
E9PSH4,47.000201020855684,37,Homo sapiens
E9PSH4,46.47493961707926,37,Homo sapiens
F2Z2J1,51.1849067102909,37,Homo sapiens
F2Z2J1,49.64779759956078,37,Homo sapiens
F2Z2W7,47.296914795395615,37,Homo sapiens
F2Z2W7,45.06442208024968,37,Homo sapiens
F2Z2X0,60.69863867643445,37,Homo sapiens
F2Z2X0,55.73331581870565,37,Homo sapiens
F2Z2X4,52.143689015840756,37,Homo sapiens
F2Z2X4,53.52881190239639,37,Homo sapiens
F5GWE5,53.86075981966447,37,Homo sapiens
F5GWE5,57.647206739033244,37,Homo sapiens
F5GWP8,55.0724777369435,37,Homo sapiens
F5GWP8,55.026426467747726,37,Homo sapiens
F5GX28,46.42131379008293,37,Homo sapiens
F5GX28,46.747232200058114,37,Homo sapiens
F5GXA0,54.523256667679064,37,Homo sapiens
F5GXA0,55.19631085609632,37,Homo sapiens
F5GXD1,50.69208811943373,37,Homo sapiens
F5GXD1,50.93442843626857,37,Homo sapiens
F5GXE4,51.611989084705655,37,Homo sapiens
F5GXE4,51.62883203071831,37,Homo sapiens
F5GXJ1,54.655964555807,37,Homo sapiens
F5GXJ1,47.16985537241046,37,Homo sapiens
F5GXV7,50.651995679977844,37,Homo sapiens
F5GXV7,51.44007596522693,37,Homo sapiens
F5GY05,48.20885273483334,37,Homo sapiens
F5GY05,47.3725830165487,37,Homo sapiens
F5GY88,50.943073216494994,37,Homo sapiens
F5GY88,50.03753759646146,37,Homo sapiens
F5GYQ1,51.81412773986967,37,Homo sapiens
F5GYQ1,48.64523953429172,37,Homo sapiens
F5H0C4,52.81504365022024,37,Homo sapiens
F5H0C4,51.853646527724464,37,Homo sapiens
F5H0R1,46.2551439690028,37,Homo sapiens
F5H0R1,45.901801189764086,37,Homo sapiens
F5H189,53.58466378061989,37,Homo sapiens
F5H189,51.32530047709837,37,Homo sapiens
F5H1Q2,54.85129338555588,37,Homo sapiens
F5H1Q2,54.78182998881178,37,Homo sapiens
F5H1U9,50.815483210032795,37,Homo sapiens
F5H1U9,50.658463182177925,37,Homo sapiens
F5H1Y4,46.40893881928471,37,Homo sapiens
F5H1Y4,47.07126623928793,37,Homo sapiens
F5H211,48.32057248388603,37,Homo sapiens
F5H211,50.68465215726736,37,Homo sapiens
F5H269,50.58546825765402,37,Homo sapiens
F5H269,49.02181223896435,37,Homo sapiens
F5H2X7,53.95083873001372,37,Homo sapiens
F5H2X7,58.03174172242133,37,Homo sapiens
F5H527,50.390277304552065,37,Homo sapiens
F5H527,55.263874896877155,37,Homo sapiens
F5H5D3,53.66888580100457,37,Homo sapiens
F5H5D3,48.16226867638992,37,Homo sapiens
F5H5P2,51.82345658499069,37,Homo sapiens
F5H5P2,48.14860473944762,37,Homo sapiens
F5H5R8,48.81227157444151,37,Homo sapiens
F5H5R8,47.843952512633976,37,Homo sapiens
F5H619,50.31240863857416,37,Homo sapiens
F5H619,49.958637086384456,37,Homo sapiens
F5H6I0,51.808802346316114,37,Homo sapiens
F5H6I0,50.4539649988647,37,Homo sapiens
F5H7Q8,57.18781235723676,37,Homo sapiens
F5H7Q8,55.40515289827358,37,Homo sapiens
F5H872,53.46454143780196,37,Homo sapiens
F5H872,52.49905595814416,37,Homo sapiens
F6WH68,49.03913144541363,37,Homo sapiens
F6WH68,46.25111066412984,37,Homo sapiens
F6XEV2,51.74736639529851,37,Homo sapiens
F6XEV2,52.86985952878129,37,Homo sapiens
F6XZQ7,51.93775790148094,37,Homo sapiens
F6XZQ7,49.65802185116691,37,Homo sapiens
F8VVA7,51.1268145491139,37,Homo sapiens
F8VVA7,51.92848343259017,37,Homo sapiens
F8VVS7,46.55752264999453,37,Homo sapiens
F8VVS7,47.20612066713154,37,Homo sapiens
F8VWL3,50.160869889491,37,Homo sapiens
F8VWL3,52.10667810505606,37,Homo sapiens
F8VWT9,49.28374602946456,37,Homo sapiens
F8VWT9,46.83985057276679,37,Homo sapiens
F8VX10,47.59413793410463,37,Homo sapiens
F8VX10,45.39162724029133,37,Homo sapiens
F8VXC8,46.768432622410934,37,Homo sapiens
F8VXC8,46.75554435717875,37,Homo sapiens
F8VXU5,55.16753437575139,37,Homo sapiens
F8VXU5,55.93708682502808,37,Homo sapiens
F8VYC4,45.80052742201381,37,Homo sapiens
F8VYC4,48.08547906438984,37,Homo sapiens
F8VYN9,51.396701859287866,37,Homo sapiens
F8VYN9,52.13342629111897,37,Homo sapiens
F8VZG9,49.72094912158257,37,Homo sapiens
F8VZG9,51.59490864144165,37,Homo sapiens
F8W0Q9,55.70007989880196,37,Homo sapiens
F8W0Q9,53.243991895244854,37,Homo sapiens
F8W130,51.57756409991401,37,Homo sapiens
F8W130,67.42379807217631,37,Homo sapiens
F8W6L3,51.43411840731083,37,Homo sapiens
F8W6L3,53.0405379805945,37,Homo sapiens
F8W7A7,49.2018098624492,37,Homo sapiens
F8W7A7,48.45362737491205,37,Homo sapiens
F8W7C6,55.53966412446859,37,Homo sapiens
F8W7C6,55.995029629967846,37,Homo sapiens
F8W7T1,47.72486157603486,37,Homo sapiens
F8W7T1,53.2583304309353,37,Homo sapiens
F8W7U8,53.19542354655033,37,Homo sapiens
F8W7U8,53.41225730519427,37,Homo sapiens
F8W8D3,48.88214424483823,37,Homo sapiens
F8W8D3,47.587826666951905,37,Homo sapiens
F8W8R6,48.579050080546835,37,Homo sapiens
F8W8R6,47.73342605567913,37,Homo sapiens
F8W930,48.46035289453438,37,Homo sapiens
F8W930,42.77311573304736,37,Homo sapiens
F8W950,48.0874618382356,37,Homo sapiens
F8W950,45.04419333128441,37,Homo sapiens
F8WA39,50.44060878468959,37,Homo sapiens
F8WA39,47.44426723841618,37,Homo sapiens
F8WAZ6,52.295485769877146,37,Homo sapiens
F8WAZ6,49.844813346613726,37,Homo sapiens
F8WCA0,53.33037045148695,37,Homo sapiens
